epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
200,0.752173900604248,0.49299749732017517,0.48275861144065857,1.000701904296875
201,0.7326086759567261,0.5365297794342041,0.75,0.6030561327934265
202,0.7543478012084961,0.5096094608306885,0.6637930870056152,0.8452383279800415
203,0.758695662021637,0.5257581472396851,0.75,0.5867279171943665
204,0.752173900604248,0.5191534757614136,0.7241379022598267,0.5716256499290466
205,0.7369565367698669,0.541189432144165,0.7241379022598267,0.6004800200462341
206,0.7543478012084961,0.5420817732810974,0.7155172228813171,0.6069577932357788
207,0.7456521987915039,0.524667501449585,0.7241379022598267,0.5957967638969421
208,0.730434775352478,0.5396198630332947,0.7241379022598267,0.6028399467468262
209,0.760869562625885,0.48361140489578247,0.6724137663841248,0.813759982585907
210,0.75,0.5137001872062683,0.732758641242981,0.5817331671714783
211,0.7543478012084961,0.5224012136459351,0.7241379022598267,0.6137288808822632
212,0.7630434632301331,0.5075097680091858,0.75,0.5599886178970337
213,0.75,0.5156214237213135,0.6637930870056152,0.8843277096748352
214,0.7652173638343811,0.4980447590351105,0.681034505367279,0.7342864871025085
215,0.75,0.5002350807189941,0.732758641242981,0.6011974811553955
216,0.7782608866691589,0.4987125098705292,0.6982758641242981,0.6494439840316772
217,0.7347826361656189,0.5126971006393433,0.6637930870056152,0.7268903851509094
218,0.7565217614173889,0.5001075267791748,0.6982758641242981,0.6270129680633545
219,0.7782608866691589,0.5017536878585815,0.6724137663841248,0.6900800466537476
220,0.760869562625885,0.4937276542186737,0.5862069129943848,0.7531037926673889
221,0.758695662021637,0.515231192111969,0.681034505367279,0.7284549474716187
222,0.7652173638343811,0.49778708815574646,0.7155172228813171,0.5830535292625427
223,0.72826087474823,0.5335208773612976,0.7155172228813171,0.5631924271583557
224,0.752173900604248,0.4970235526561737,0.75,0.5995587706565857
225,0.7543478012084961,0.4787186086177826,0.7586206793785095,0.5839028358459473
226,0.75,0.5304650068283081,0.7586206793785095,0.5718511939048767
227,0.789130449295044,0.46668049693107605,0.7413793206214905,0.5659668445587158
228,0.7543478012084961,0.5420799255371094,0.75,0.5543117523193359
229,0.7565217614173889,0.47536349296569824,0.6206896305084229,0.77736496925354
230,0.7565217614173889,0.5001915097236633,0.517241358757019,0.8529796004295349
231,0.7652173638343811,0.5165813565254211,0.7241379022598267,0.610304057598114
232,0.7652173638343811,0.475892573595047,0.6637930870056152,0.7076357007026672
233,0.7630434632301331,0.5016886591911316,0.6637930870056152,0.7792850732803345
234,0.7347826361656189,0.5106939077377319,0.6637930870056152,0.8300299644470215
235,0.782608687877655,0.4715147316455841,0.7155172228813171,0.6302445530891418
236,0.752173900604248,0.5253918766975403,0.75,0.5634172558784485
237,0.72826087474823,0.5363413095474243,0.6724137663841248,0.6172176003456116
238,0.758695662021637,0.46513113379478455,0.6724137663841248,0.7161754369735718
239,0.752173900604248,0.4990975558757782,0.5862069129943848,0.7674568295478821
240,0.739130437374115,0.5048820376396179,0.6551724076271057,0.9247277975082397
241,0.7673913240432739,0.4711097478866577,0.7413793206214905,0.5955163836479187
242,0.760869562625885,0.5266603827476501,0.6982758641242981,0.6903144121170044
243,0.77173912525177,0.4951053857803345,0.5862069129943848,0.7253085374832153
244,0.7673913240432739,0.49269115924835205,0.6982758641242981,0.6406305432319641
245,0.7847825884819031,0.45726504921913147,0.6896551847457886,0.6922631859779358
246,0.7456521987915039,0.48715710639953613,0.6637930870056152,0.6683164238929749
247,0.769565224647522,0.5022010207176208,0.732758641242981,0.5790017247200012
248,0.77173912525177,0.4717397689819336,0.6551724076271057,1.0454925298690796
249,0.7652173638343811,0.5172508955001831,0.7241379022598267,0.6165758371353149
