epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.502173900604248,3.1435720920562744,0.6379310488700867,1.1304534673690796
1,0.5804347991943359,1.132849931716919,0.6465517282485962,0.9100560545921326
2,0.6195651888847351,0.9908398985862732,0.6465517282485962,0.8361153602600098
3,0.634782612323761,0.8579660058021545,0.5431034564971924,0.9476370811462402
4,0.6217391490936279,0.850610613822937,0.6293103694915771,0.7542930245399475
5,0.6304348111152649,0.9165209531784058,0.5603448152542114,0.9230275750160217
6,0.6391304135322571,0.7316548824310303,0.6120689511299133,0.8913468718528748
7,0.613043487071991,0.8016616106033325,0.6465517282485962,0.9029591083526611
8,0.695652186870575,0.7101532220840454,0.6724137663841248,0.6825148463249207
9,0.6086956262588501,0.7672756910324097,0.6379310488700867,1.066767692565918
10,0.656521737575531,0.6931266188621521,0.6637930870056152,0.722884476184845
11,0.6717391014099121,0.7575345039367676,0.4568965435028076,1.1496939659118652
12,0.6630434989929199,0.6996796131134033,0.568965494632721,1.0724797248840332
13,0.645652174949646,0.7450167536735535,0.48275861144065857,1.0762982368469238
14,0.6695652008056641,0.6736491322517395,0.7155172228813171,0.6805257201194763
15,0.6913043260574341,0.6836094260215759,0.6293103694915771,0.7428551316261292
16,0.6413043737411499,0.7112798094749451,0.6293103694915771,0.8734431862831116
17,0.645652174949646,0.7150285840034485,0.5517241358757019,0.8407921195030212
18,0.645652174949646,0.7671123743057251,0.6982758641242981,0.6354603171348572
19,0.645652174949646,0.6631228923797607,0.6551724076271057,0.7888492345809937
20,0.689130425453186,0.7113600373268127,0.7241379022598267,0.6630502343177795
21,0.686956524848938,0.6543273329734802,0.7155172228813171,0.6337385773658752
22,0.636956512928009,0.7711673974990845,0.7241379022598267,0.6446391940116882
23,0.6695652008056641,0.6717560291290283,0.6637930870056152,0.9198138117790222
24,0.636956512928009,0.7193334698677063,0.6379310488700867,0.6826815605163574
25,0.647826075553894,0.727315366268158,0.6637930870056152,0.7033941149711609
26,0.6804347634315491,0.6608873605728149,0.7068965435028076,0.6592541933059692
27,0.678260862827301,0.6686841249465942,0.7068965435028076,0.6734890341758728
28,0.70652174949646,0.6344345211982727,0.6637930870056152,0.9480170607566833
29,0.658695638179779,0.7475621700286865,0.6465517282485962,0.7564767599105835
30,0.7217391133308411,0.6120685338973999,0.6379310488700867,0.8425405025482178
31,0.686956524848938,0.6286274790763855,0.6896551847457886,0.7372604012489319
32,0.6391304135322571,0.7372987270355225,0.6551724076271057,0.8483595252037048
33,0.699999988079071,0.6501458883285522,0.5,0.9019491076469421
34,0.6847826242446899,0.6246576309204102,0.4655172526836395,1.0498696565628052
35,0.645652174949646,0.6653881669044495,0.6551724076271057,0.7656406760215759
36,0.6804347634315491,0.6524623036384583,0.7068965435028076,0.7160560488700867
37,0.6826087236404419,0.6803091168403625,0.681034505367279,0.7409948706626892
38,0.6739130616188049,0.6693175435066223,0.7068965435028076,0.6913631558418274
39,0.686956524848938,0.590291440486908,0.6724137663841248,0.6413098573684692
40,0.676086962223053,0.6523621082305908,0.6379310488700867,0.7266508936882019
41,0.686956524848938,0.6243680715560913,0.6724137663841248,0.7237439155578613
42,0.7043478488922119,0.6279779672622681,0.6379310488700867,0.7030982971191406
43,0.686956524848938,0.6438087224960327,0.6551724076271057,0.6514384746551514
44,0.699999988079071,0.6065398454666138,0.6637930870056152,0.7567565441131592
45,0.6739130616188049,0.7064504623413086,0.6465517282485962,0.6580382585525513
46,0.70652174949646,0.6311649680137634,0.6896551847457886,0.6560884118080139
47,0.6695652008056641,0.6746284365653992,0.7241379022598267,0.6710673570632935
48,0.676086962223053,0.6422869563102722,0.7068965435028076,0.6365288496017456
49,0.6847826242446899,0.6534865498542786,0.681034505367279,0.6274871230125427
50,0.70652174949646,0.6030169725418091,0.6896551847457886,0.6929748058319092
51,0.710869550704956,0.586294949054718,0.6551724076271057,0.8739162087440491
52,0.689130425453186,0.635723352432251,0.5086206793785095,0.886787474155426
53,0.6934782862663269,0.6570833325386047,0.5086206793785095,0.8852639198303223
54,0.7021738886833191,0.6246185302734375,0.6637930870056152,0.9756247401237488
55,0.710869550704956,0.5993840098381042,0.6724137663841248,0.7224937081336975
56,0.6934782862663269,0.5957874655723572,0.6206896305084229,0.7559176087379456
57,0.689130425453186,0.6560389399528503,0.7068965435028076,0.7843524813652039
58,0.6717391014099121,0.629826009273529,0.681034505367279,0.7131932973861694
59,0.710869550704956,0.5798012614250183,0.7068965435028076,0.7108258008956909
60,0.7152174115180969,0.6014995574951172,0.6982758641242981,0.7518886923789978
61,0.689130425453186,0.6686180830001831,0.6896551847457886,0.7609965801239014
62,0.7130434513092041,0.5965316891670227,0.681034505367279,0.6171569228172302
63,0.72826087474823,0.6259735226631165,0.681034505367279,0.6195440888404846
64,0.7217391133308411,0.5772908329963684,0.5344827771186829,0.7930527925491333
65,0.6826087236404419,0.6533985733985901,0.681034505367279,0.6450766324996948
66,0.7152174115180969,0.5631468892097473,0.6637930870056152,0.760075032711029
67,0.689130425453186,0.6533914804458618,0.7068965435028076,0.7491661310195923
68,0.6934782862663269,0.6225988268852234,0.6465517282485962,0.6547901630401611
69,0.7239130139350891,0.5965530872344971,0.6982758641242981,0.6683605313301086
70,0.741304337978363,0.5446396470069885,0.6896551847457886,0.6732596158981323
71,0.708695650100708,0.6228342652320862,0.6379310488700867,0.8281099796295166
72,0.697826087474823,0.6099518537521362,0.6637930870056152,0.7857829928398132
73,0.6934782862663269,0.6237101554870605,0.6206896305084229,0.7520084977149963
74,0.7043478488922119,0.6038057804107666,0.6896551847457886,0.6331854462623596
75,0.7260869741439819,0.5711305737495422,0.6465517282485962,0.6703792810440063
76,0.6630434989929199,0.6598125100135803,0.6896551847457886,0.6272404789924622
77,0.741304337978363,0.5411961674690247,0.47413793206214905,1.0375514030456543
78,0.6826087236404419,0.6468092799186707,0.6551724076271057,1.1249394416809082
79,0.72826087474823,0.6189301609992981,0.6982758641242981,0.6012669801712036
80,0.689130425453186,0.6612708568572998,0.6982758641242981,0.6067694425582886
81,0.708695650100708,0.5878971815109253,0.48275861144065857,1.214942455291748
82,0.6826087236404419,0.6242552399635315,0.7068965435028076,0.6869637966156006
83,0.72826087474823,0.56071537733078,0.6637930870056152,0.7819786667823792
84,0.7130434513092041,0.5653287172317505,0.6982758641242981,0.8555280566215515
85,0.697826087474823,0.6283767819404602,0.681034505367279,0.7307655215263367
86,0.7152174115180969,0.582017719745636,0.6637930870056152,0.7680032253265381
87,0.678260862827301,0.6331563591957092,0.6982758641242981,0.593909740447998
88,0.7369565367698669,0.5456047654151917,0.6637930870056152,0.6382264494895935
89,0.6934782862663269,0.6327800750732422,0.6896551847457886,0.6001359224319458
90,0.730434775352478,0.5734237432479858,0.732758641242981,0.647754430770874
91,0.7347826361656189,0.5889212489128113,0.6120689511299133,0.6939449310302734
92,0.708695650100708,0.5810601711273193,0.7068965435028076,0.7334908843040466
93,0.7152174115180969,0.545543372631073,0.568965494632721,0.7859068512916565
94,0.717391312122345,0.6179192662239075,0.6637930870056152,0.8985404372215271
95,0.758695662021637,0.536250650882721,0.6896551847457886,0.6336884498596191
96,0.7043478488922119,0.592732310295105,0.6293103694915771,0.724289059638977
97,0.699999988079071,0.5851488709449768,0.7241379022598267,0.6642555594444275
98,0.719565212726593,0.5708580613136292,0.6982758641242981,0.8146224617958069
99,0.7239130139350891,0.5676146149635315,0.4482758641242981,1.2215245962142944
100,0.7326086759567261,0.5576325058937073,0.4051724076271057,1.5577120780944824
101,0.7043478488922119,0.6527470946311951,0.6896551847457886,0.6094154119491577
102,0.7456521987915039,0.555489182472229,0.7068965435028076,0.6506398916244507
103,0.7565217614173889,0.5250046849250793,0.5517241358757019,0.8677951693534851
104,0.7152174115180969,0.5888403654098511,0.6896551847457886,0.5934031009674072
105,0.72826087474823,0.5668169260025024,0.7068965435028076,0.6489803791046143
106,0.699999988079071,0.601918637752533,0.6637930870056152,0.877814769744873
107,0.7130434513092041,0.5966695547103882,0.7155172228813171,0.6502963900566101
108,0.72826087474823,0.545484185218811,0.4568965435028076,1.2217999696731567
109,0.7152174115180969,0.5753421187400818,0.7241379022598267,0.6810135841369629
110,0.70652174949646,0.6290205121040344,0.7155172228813171,0.6701857447624207
111,0.760869562625885,0.5224682092666626,0.7068965435028076,0.7241563200950623
112,0.7152174115180969,0.5641867518424988,0.7155172228813171,0.5944483280181885
113,0.7152174115180969,0.5594905018806458,0.6551724076271057,1.0946884155273438
114,0.697826087474823,0.6077105402946472,0.6896551847457886,0.690780520439148
115,0.730434775352478,0.5945667028427124,0.6896551847457886,0.5881555080413818
116,0.719565212726593,0.5668420791625977,0.681034505367279,0.696900486946106
117,0.695652186870575,0.5877518653869629,0.517241358757019,0.9275067448616028
118,0.7434782385826111,0.5524687767028809,0.5948275923728943,0.7776473760604858
119,0.717391312122345,0.6189103126525879,0.6982758641242981,0.5812048316001892
120,0.7021738886833191,0.5778300166130066,0.7155172228813171,0.6189932823181152
121,0.7347826361656189,0.5579537153244019,0.6982758641242981,0.7274826169013977
122,0.730434775352478,0.5391184091567993,0.6896551847457886,0.704192578792572
123,0.7239130139350891,0.5539387464523315,0.6982758641242981,0.6660719513893127
124,0.7130434513092041,0.5755273103713989,0.7241379022598267,0.5982391238212585
125,0.6913043260574341,0.6082189679145813,0.6724137663841248,0.6390751004219055
126,0.7456521987915039,0.5343726277351379,0.5948275923728943,0.7740039229393005
127,0.72826087474823,0.5655603408813477,0.7068965435028076,0.6106262803077698
128,0.7369565367698669,0.5763386487960815,0.7068965435028076,0.5972883105278015
129,0.741304337978363,0.5661754012107849,0.6465517282485962,1.0533175468444824
130,0.730434775352478,0.5889660120010376,0.6724137663841248,0.7812708616256714
131,0.7347826361656189,0.5352179408073425,0.7241379022598267,0.6659865975379944
132,0.697826087474823,0.5921472311019897,0.7068965435028076,0.6838358044624329
133,0.7369565367698669,0.5485404133796692,0.6896551847457886,0.5723500847816467
134,0.7369565367698669,0.5394437909126282,0.6465517282485962,0.7305253148078918
135,0.7347826361656189,0.5282644033432007,0.6982758641242981,0.6851998567581177
136,0.697826087474823,0.577079713344574,0.6982758641242981,0.5791388750076294
137,0.7326086759567261,0.5299751162528992,0.6724137663841248,0.7904492616653442
138,0.7326086759567261,0.5583422183990479,0.7155172228813171,0.5847787261009216
139,0.7260869741439819,0.542620062828064,0.6724137663841248,0.9197458624839783
140,0.7260869741439819,0.5979854464530945,0.681034505367279,0.6424304246902466
141,0.710869550704956,0.6335554122924805,0.6465517282485962,0.7394174933433533
142,0.7347826361656189,0.5315161347389221,0.7068965435028076,0.677065908908844
143,0.7326086759567261,0.5361936688423157,0.6034482717514038,0.7727466821670532
144,0.7021738886833191,0.5907685160636902,0.681034505367279,0.6101028919219971
145,0.7260869741439819,0.5782732367515564,0.7068965435028076,0.5842882990837097
146,0.739130437374115,0.5574035048484802,0.7068965435028076,0.564703643321991
147,0.7347826361656189,0.5591233372688293,0.6637930870056152,0.6582799553871155
148,0.739130437374115,0.5126039385795593,0.681034505367279,0.6987538933753967
149,0.7630434632301331,0.5663270354270935,0.6637930870056152,0.8143723607063293
150,0.730434775352478,0.5531531572341919,0.6551724076271057,0.6933057904243469
151,0.747826099395752,0.5462626814842224,0.6551724076271057,0.7133781313896179
152,0.7043478488922119,0.578008234500885,0.6465517282485962,0.7403569221496582
153,0.7260869741439819,0.5416669249534607,0.681034505367279,0.611747145652771
154,0.741304337978363,0.5369288921356201,0.7068965435028076,0.5919138789176941
155,0.719565212726593,0.5442837476730347,0.7155172228813171,0.6696162819862366
156,0.7369565367698669,0.5346114635467529,0.732758641242981,0.5915912389755249
157,0.7456521987915039,0.5585291385650635,0.6637930870056152,0.688126802444458
158,0.7543478012084961,0.5243738293647766,0.7068965435028076,0.6427274942398071
159,0.7369565367698669,0.5467535853385925,0.7068965435028076,0.5897935032844543
160,0.760869562625885,0.5047022104263306,0.7413793206214905,0.6066279411315918
161,0.72826087474823,0.5609501004219055,0.7155172228813171,0.6701030731201172
162,0.717391312122345,0.5527005791664124,0.7155172228813171,0.6115826368331909
163,0.7347826361656189,0.5817665457725525,0.7155172228813171,0.6257733702659607
164,0.7673913240432739,0.5122846364974976,0.732758641242981,0.6316854357719421
165,0.7434782385826111,0.5295630693435669,0.6982758641242981,0.6345056295394897
166,0.717391312122345,0.5742926001548767,0.732758641242981,0.5836246609687805
167,0.77173912525177,0.5011475086212158,0.7241379022598267,0.5796449780464172
168,0.7152174115180969,0.5302033424377441,0.732758641242981,0.5975227952003479
169,0.7347826361656189,0.5465893745422363,0.681034505367279,0.6394473314285278
170,0.7630434632301331,0.502092182636261,0.5086206793785095,0.9683582782745361
171,0.730434775352478,0.57134610414505,0.7068965435028076,0.5829013586044312
172,0.747826099395752,0.5273687243461609,0.7241379022598267,0.6199017763137817
173,0.7565217614173889,0.5263786911964417,0.6551724076271057,0.7894089818000793
174,0.739130437374115,0.5081847310066223,0.7586206793785095,0.5684659481048584
175,0.7239130139350891,0.547069251537323,0.6982758641242981,0.7344390153884888
176,0.730434775352478,0.5513120889663696,0.6896551847457886,0.6769765019416809
177,0.7434782385826111,0.5396994352340698,0.6551724076271057,0.6828087568283081
178,0.760869562625885,0.4916640818119049,0.6551724076271057,0.7035128474235535
179,0.741304337978363,0.5284750461578369,0.681034505367279,0.6137858629226685
180,0.710869550704956,0.5804233551025391,0.7068965435028076,0.5763694643974304
181,0.741304337978363,0.5222139358520508,0.6637930870056152,0.6800288558006287
182,0.72826087474823,0.5241608023643494,0.7068965435028076,0.6423335075378418
183,0.7543478012084961,0.5192884206771851,0.5258620977401733,0.8740941882133484
184,0.7434782385826111,0.5299016833305359,0.732758641242981,0.5714033246040344
185,0.758695662021637,0.4675852954387665,0.5603448152542114,0.8385258913040161
186,0.7347826361656189,0.5673065185546875,0.6724137663841248,0.6435365080833435
187,0.708695650100708,0.5282570719718933,0.7155172228813171,0.6038262844085693
188,0.7326086759567261,0.5560397505760193,0.6724137663841248,0.6987229585647583
189,0.7326086759567261,0.563764750957489,0.732758641242981,0.6090066432952881
190,0.7456521987915039,0.5187793970108032,0.732758641242981,0.5811573266983032
191,0.758695662021637,0.49404376745224,0.732758641242981,0.625789999961853
192,0.7369565367698669,0.5234045386314392,0.6637930870056152,0.787072479724884
193,0.747826099395752,0.5200392007827759,0.7068965435028076,0.6597233414649963
194,0.7217391133308411,0.5392820835113525,0.732758641242981,0.56856369972229
195,0.7652173638343811,0.4847060441970825,0.732758641242981,0.5748163461685181
196,0.747826099395752,0.5111286044120789,0.732758641242981,0.5986142158508301
197,0.747826099395752,0.5063914060592651,0.7413793206214905,0.6247221827507019
198,0.760869562625885,0.5088108777999878,0.6982758641242981,0.6119939684867859
199,0.730434775352478,0.5461603403091431,0.6982758641242981,0.6075335741043091
